stockid,scientificname,commonname,ram_region,primary_country,year,status_bio,status_f,shared_eez,n_eez,shared_larval,n_larval,num_eezs_cutoff0,num_eezs_cutoff5,num_eezs_cutoff10,num_eezs_cutoff15,num_eezs_cutoff20,num_eezs_cutoff25,r,B0,age_50_mat,max_length,national,multiple_cs_progs,IQ,ITQ,IVQ,Coop,CommunityQuota,TURF,RBP,pred_real_price,pred_nominal_price
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1981,1.199075714,0.033475996,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,240.6757592,89.41106447
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1982,1.278598886,0.019483384,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,237.467621,89.75383572
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1983,1.350353446,0.025549801,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,234.2882536,91.44818237
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1984,1.426254337,0.013505528,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,235.1293625,93.16938427
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1985,1.527508314,0.005712174,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,233.4827775,90.06864686
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1986,1.652082524,0.004295201,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,214.2269853,83.15810342
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1987,1.779014958,0.016339474,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,220.5848545,90.92928485
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1988,1.891895939,0.016029511,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,216.0026348,89.4157296
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1989,2.012303661,0.007749073,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,220.4757278,101.2049792
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1990,2.164315639,0.022140209,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,228.5860214,109.5564459
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1991,2.317657899,0.028118066,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,0,0,0,0,222.3849942,113.8100426
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1992,2.459522884,0.044191858,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,1,1,0,0,224.0280465,115.0262858
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1993,2.560169309,0.042509202,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,1,1,0,0,218.4992888,117.4187192
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1994,2.6345757930000002,0.064206607,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,1,1,0,0,214.8305422,122.2977293
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1995,2.681196101,0.050922481,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,0,0,0,0,0,1,1,0,0,216.3333892,129.528303
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1996,2.722541355,0.063763802,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,224.2920673,139.6891755
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1997,2.742855497,0.046494439,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,223.6833614,138.1150195
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1998,2.770178091,0.036885588,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,207.824316,132.3897585
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,1999,2.783849465,0.045166027,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,219.5402111,147.2437512
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2000,2.7601146,0.064206607,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,236.4558901,169.6792353
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2001,2.705590348,0.049594069,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,228.9575118,170.402181
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2002,2.670035561,0.047822852,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,229.0585832,175.7881877
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2003,2.652272564,0.063763802,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,234.1540018,181.4145578
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2004,2.657896025,0.03170478,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,240.5073842,197.2460119
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2005,2.747816698,0.04020662,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,251.3106958,212.4488587
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2006,2.88020271,0.055793327,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,254.8360921,227.950227
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2007,3.022876805,0.051808089,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,260.4681325,239.8757934
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2008,3.12814754,0.059778565,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,272.8628859,262.0710069
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2009,3.168430297,0.051365285,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,253.7946972,239.1966831
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2010,3.194431247,0.046051635,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,266.2168644,267.8196472
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2011,3.230970789,0.03773391190413935,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,273.5628179,280.0072603
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2012,3.265350782,0.024810787374435966,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,272.7369801,289.402882
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2013,3.312284945,0.02564656640602919,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,277.1651038,301.4516417
ARFLOUNDGA,Atheresthes stomias,Arrowtooth flounder,US Alaska,United States,2014,3.322679566,0.04296564475941814,1,2,1,2,2,1,1,1,1,1,0.0537621200597435,3018524.20440778,5.5,84,1,0,0,0,0,1,1,0,0,274.2089174,304.5577594
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1951,3.776046673,0.056857143,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,284.6231976,30.3246858
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1952,3.778626563,0.063985714,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,290.1010306,31.91221002
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1953,3.780558989,0.202285714,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,292.7529656,33.51218417
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1954,3.745307141,0.013557143,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,295.6069427,35.00091249
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1955,3.760851224,0.056042857,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,302.6862592,36.71593981
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1956,3.766643524,0.605042857,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,307.293245,38.45279618
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1957,3.578401246,0.494242857,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,309.1039053,40.41547528
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1958,3.448759312,0.450328571,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,317.1653809,42.0711199
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1959,3.345105531,0.4924,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,321.9640258,43.58764878
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1960,3.237188458,0.445871429,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,332.0408138,42.6443797
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1961,3.157416086,0.517971429,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,327.1861798,41.96247271
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1962,3.063733229,0.490171429,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,325.9182688,44.81495733
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1963,2.990779137,0.472257143,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,322.4939589,49.35912295
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1964,2.93361815,0.513285714,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,330.7827949,51.64714745
ARFLOUNDPCOAST,Atheresthes stomias,Arrowtooth flounder,US West Coast,United States,1965,2.872188892,0.450714286,1,2,1,2,2,1,1,1,1,1,0.152865389653169,98687.4951603035,5.5,84,0,0,0,0,0,0,0,0,0,330.0458783,53.8354141
